,current_team,player_name,agent_played,role_on_team,usage,rnd_num,avg_combat_score,kill_death_ratio,avg_dmg,kast,kills_per_rnd,ast_per_rnd,fk_per_rnd,fd_per_rnd,kills,death,ast,fk,fd,team_rank
349,Flex Gaming,Demon1,jett,duelist,0.049,39,216.5,1.00,140.4,0.74,0.77,0.18,0.13,0.18,30,30,7,5,7,1482
350,G2 Esports,nukkye,raze,duelist,0.667,87,257.0,1.09,173.9,0.75,0.82,0.37,0.14,0.15,71,65,32,12,13,1715
351,G2 Esports,nukkye,sova,initiator,0.33299999999999996,45,229.5,0.91,155.0,0.8,0.67,0.24,0.07,0.11,30,33,11,3,5,1715
352,Cyber Wolves Esports,HyS,jett,duelist,0.5,241,264.4,1.50,162.9,0.73,0.99,0.14,0.24,0.10,238,159,34,57,24,1385
353,Cyber Wolves Esports,HyS,chamber,sentinel,0.22699999999999998,100,220.0,1.09,145.1,0.61,0.83,0.18,0.14,0.16,83,76,18,14,16,1385
354,Cyber Wolves Esports,HyS,yoru,duelist,0.091,45,145.5,0.81,97.4,0.58,0.56,0.13,0.13,0.16,25,31,6,6,7,1385
355,Cyber Wolves Esports,HyS,raze,duelist,0.045,23,258.0,1.11,152.4,0.65,0.91,0.17,0.17,0.13,21,19,4,4,3,1385
356,Cyber Wolves Esports,HyS,skye,initiator,0.045,17,101.0,0.33,65.9,0.35,0.29,0.12,0.00,0.24,5,15,2,0,4,1385
357,Cyber Wolves Esports,HyS,kayo,initiator,0.045,16,241.0,3.20,153.5,0.88,1.00,0.25,0.13,0.06,16,5,4,2,1,1385
358,Cyber Wolves Esports,HyS,sova,initiator,0.045,18,183.0,0.73,125.1,0.67,0.61,0.28,0.00,0.00,11,15,5,0,0,1385
359,Fire Flux Esports,lauress,reyna,duelist,0.33299999999999996,97,287.0,1.63,181.6,0.71,1.06,0.11,0.14,0.06,103,63,11,14,6,1590
360,Fire Flux Esports,lauress,neon,duelist,0.267,83,249.8,1.14,161.1,0.76,0.87,0.25,0.19,0.12,72,63,21,16,10,1590
361,Fire Flux Esports,lauress,raze,duelist,0.2,58,194.3,0.84,132.2,0.66,0.62,0.22,0.10,0.16,36,43,13,6,9,1590
362,Fire Flux Esports,lauress,breach,initiator,0.067,19,155.0,0.56,95.8,0.58,0.47,0.26,0.11,0.05,9,16,5,2,1,1590
363,Fire Flux Esports,lauress,chamber,sentinel,0.067,23,299.0,2.15,181.1,0.78,1.22,0.00,0.30,0.13,28,13,0,7,3,1590
364,Fire Flux Esports,lauress,cypher,sentinel,0.067,22,241.0,1.12,163.0,0.68,0.86,0.14,0.14,0.14,19,17,3,3,3,1590
365,ONIC G,Lmemore,chamber,sentinel,0.5710000000000001,158,263.4,1.54,165.4,0.78,0.99,0.10,0.20,0.13,157,102,16,32,20,1762
366,ONIC G,Lmemore,viper,controller,0.214,58,225.7,1.04,131.0,0.69,0.81,0.21,0.14,0.09,47,45,12,8,5,1762
367,ONIC G,Lmemore,sova,initiator,0.14300000000000002,38,213.0,1.27,156.3,0.82,0.74,0.26,0.08,0.05,28,22,10,3,2,1762
368,ONIC G,Lmemore,cypher,sentinel,0.071,22,253.0,1.11,155.2,0.59,0.91,0.18,0.27,0.05,20,18,4,6,1,1762
369,DELIRA,Zanatsu,sova,initiator,0.43799999999999994,450,249.4,1.39,168.1,0.76,0.86,0.30,0.12,0.07,387,279,137,54,33,1696
370,DELIRA,Zanatsu,neon,duelist,0.354,333,253.5,1.21,151.2,0.73,0.86,0.19,0.25,0.17,286,237,62,82,58,1696
371,DELIRA,Zanatsu,raze,duelist,0.16699999999999998,182,244.3,1.15,166.8,0.68,0.81,0.23,0.13,0.16,147,128,42,24,29,1696
372,DELIRA,Zanatsu,skye,initiator,0.042,45,194.5,0.79,134.0,0.8,0.60,0.42,0.09,0.13,27,34,19,4,6,1696
373,Reignite,Foxy9,jett,duelist,0.667,47,280.0,1.31,169.6,0.72,1.00,0.15,0.38,0.13,47,36,7,18,6,1630
374,Reignite,Foxy9,raze,duelist,0.33299999999999996,20,181.0,0.71,111.6,0.65,0.60,0.10,0.10,0.25,12,17,2,2,5,1630
375,Bren Esports,xavi8k,neon,duelist,0.75,115,266.0,1.22,162.8,0.7,0.92,0.20,0.24,0.20,106,87,23,28,23,1442
376,Bren Esports,xavi8k,kayo,initiator,0.125,20,234.0,1.15,142.3,0.85,0.75,0.45,0.20,0.05,15,13,9,4,1,1442
377,Bren Esports,xavi8k,breach,initiator,0.125,23,203.0,0.84,126.3,0.78,0.70,0.22,0.04,0.04,16,19,5,1,1,1442
378,GodBlessUs,high,raze,duelist,0.375,66,236.0,1.25,157.7,0.68,0.83,0.18,0.15,0.18,55,44,12,10,12,n/a
379,GodBlessUs,high,jett,duelist,0.375,68,181.3,0.82,114.0,0.69,0.62,0.21,0.15,0.13,42,51,14,10,9,n/a
380,GodBlessUs,high,chamber,sentinel,0.125,19,186.0,0.80,110.7,0.47,0.63,0.00,0.16,0.21,12,15,0,3,4,n/a
381,GodBlessUs,high,neon,duelist,0.125,23,177.0,1.00,105.6,0.65,0.70,0.13,0.13,0.09,16,16,3,3,2,n/a
382,BOBO,DRAGON,chamber,sentinel,0.667,119,262.7,1.41,156.8,0.68,0.97,0.10,0.22,0.08,116,82,12,26,10,2049
383,BOBO,DRAGON,sage,sentinel,0.222,53,204.0,1.00,133.9,0.7,0.77,0.19,0.11,0.09,41,41,10,6,5,2049
384,BOBO,DRAGON,neon,duelist,0.111,19,305.0,1.27,163.4,0.79,1.00,0.32,0.47,0.16,19,15,6,9,3,2049
385,Global Esports,Lightningfast,raze,duelist,0.765,280,240.7,1.03,158.2,0.73,0.80,0.19,0.17,0.15,223,217,53,48,42,1576
386,Global Esports,Lightningfast,kayo,initiator,0.17600000000000002,75,280.3,1.46,176.3,0.79,1.01,0.44,0.23,0.11,76,52,33,17,8,1576
387,Global Esports,Lightningfast,cypher,sentinel,0.059000000000000004,17,219.0,1.67,151.5,0.82,0.88,0.24,0.00,0.00,15,9,4,0,0,1576
388,UwU,FirstLove,jett,duelist,0.583,145,266.6,1.54,167.2,0.77,0.94,0.23,0.18,0.14,137,89,33,26,20,1524
389,UwU,FirstLove,sage,sentinel,0.16699999999999998,40,259.5,1.43,170.5,0.88,0.83,0.50,0.10,0.03,33,23,20,4,1,1524
390,UwU,FirstLove,fade,initiator,0.083,16,248.0,1.88,154.1,0.94,0.94,0.50,0.25,0.00,15,8,8,4,0,1524
391,UwU,FirstLove,cypher,sentinel,0.083,21,107.0,0.57,79.9,0.71,0.38,0.19,0.00,0.10,8,14,4,0,2,1524
392,UwU,FirstLove,chamber,sentinel,0.083,24,215.0,1.06,142.0,0.71,0.75,0.04,0.21,0.08,18,17,1,5,2,1524
393,9z Team Fem,micaela,chamber,sentinel,0.833,208,252.9,1.29,156.6,0.75,0.91,0.13,0.18,0.09,190,147,26,37,19,1529
394,9z Team Fem,micaela,kayo,initiator,0.16699999999999998,38,244.5,1.07,152.1,0.76,0.84,0.29,0.13,0.08,32,30,11,5,3,1529
395,Akave Girls,Fire,chamber,sentinel,0.773,356,226.4,1.21,145.2,0.71,0.84,0.16,0.21,0.14,299,248,58,73,50,1514
396,Akave Girls,Fire,jett,duelist,0.22699999999999998,115,259.0,1.21,164.1,0.7,0.91,0.21,0.20,0.15,105,87,24,23,17,1514
397,n/a,ShoT_UP,kayo,initiator,0.24100000000000002,314,275.0,1.41,171.4,0.78,0.96,0.41,0.16,0.08,303,215,128,51,25,n/a
398,n/a,ShoT_UP,omen,controller,0.19,221,252.2,1.46,158.3,0.77,0.91,0.37,0.07,0.11,201,138,81,16,24,n/a
399,n/a,ShoT_UP,reyna,duelist,0.155,187,267.0,1.26,170.7,0.75,0.94,0.19,0.17,0.12,175,139,35,32,23,n/a
400,n/a,ShoT_UP,raze,duelist,0.155,176,246.2,1.28,154.6,0.77,0.88,0.16,0.18,0.11,154,120,29,31,20,n/a
401,n/a,ShoT_UP,astra,controller,0.138,165,241.6,1.67,155.6,0.74,0.91,0.32,0.06,0.06,150,90,52,10,10,n/a
402,n/a,ShoT_UP,skye,initiator,0.121,141,211.9,1.05,133.5,0.7,0.72,0.28,0.06,0.08,101,96,40,8,11,n/a
403,Immortals,sarahcat,breach,initiator,0.5,312,225.1,1.18,146.2,0.8,0.81,0.32,0.07,0.07,252,213,101,22,21,1674
404,Immortals,sarahcat,kayo,initiator,0.462,261,293.2,1.37,190.5,0.76,1.00,0.32,0.17,0.08,262,191,83,45,22,1674
405,Immortals,sarahcat,reyna,duelist,0.038,16,192.0,0.77,119.8,0.5,0.63,0.06,0.13,0.19,10,13,1,2,3,1674
406,Aspyre,8ecause,chamber,sentinel,0.875,300,276.8,1.37,167.0,0.69,0.98,0.13,0.20,0.11,293,214,38,59,33,1419
407,Aspyre,8ecause,sage,sentinel,0.063,22,212.0,1.07,127.7,0.73,0.73,0.55,0.09,0.05,16,15,12,2,1,1419
