matchId,puuid,tier,champion
JP1_366338625,VFL_vVyiXzmBFLSQGTz_AlPcbhFplZYDICoHstTPJkWLuzdLmKjGZy_mIHdksP1ALKxUNVt77hGkDA,IRON,Kayn
JP1_366336139,VFL_vVyiXzmBFLSQGTz_AlPcbhFplZYDICoHstTPJkWLuzdLmKjGZy_mIHdksP1ALKxUNVt77hGkDA,IRON,Kayn
JP1_366333901,VFL_vVyiXzmBFLSQGTz_AlPcbhFplZYDICoHstTPJkWLuzdLmKjGZy_mIHdksP1ALKxUNVt77hGkDA,IRON,Kayn
JP1_351047092,xVRRjGl_ALIzlgxub5ckITaUsHi5c_10jQU-Jv3fi23vkMHfDvp2xKix0lwIJhvUd5O4c5YsIcwz2g,IRON,Xerath
JP1_350645073,xVRRjGl_ALIzlgxub5ckITaUsHi5c_10jQU-Jv3fi23vkMHfDvp2xKix0lwIJhvUd5O4c5YsIcwz2g,IRON,Neeko
JP1_350623074,xVRRjGl_ALIzlgxub5ckITaUsHi5c_10jQU-Jv3fi23vkMHfDvp2xKix0lwIJhvUd5O4c5YsIcwz2g,IRON,Twisted Fate
JP1_355971619,FPNmZBhii6TnavT33i46nES_Araq4lqngaq2DNGAgKD4euzex-4L_TMA8iYxio9qoUlUPg-CKfY_1Q,IRON,Ziggs
JP1_355951547,FPNmZBhii6TnavT33i46nES_Araq4lqngaq2DNGAgKD4euzex-4L_TMA8iYxio9qoUlUPg-CKfY_1Q,IRON,Ziggs
JP1_355950790,FPNmZBhii6TnavT33i46nES_Araq4lqngaq2DNGAgKD4euzex-4L_TMA8iYxio9qoUlUPg-CKfY_1Q,IRON,Lulu
JP1_347441434,GsSpi4ITQ_5Cxf0zLVHNfZllHBn97TUfJZpIBe4r_6fRxVHIdsvVUK0-SOJQV4dlfC53-HAtUVby-w,IRON,Garen
JP1_347415951,GsSpi4ITQ_5Cxf0zLVHNfZllHBn97TUfJZpIBe4r_6fRxVHIdsvVUK0-SOJQV4dlfC53-HAtUVby-w,IRON,Master Yi
JP1_347250910,GsSpi4ITQ_5Cxf0zLVHNfZllHBn97TUfJZpIBe4r_6fRxVHIdsvVUK0-SOJQV4dlfC53-HAtUVby-w,IRON,Pantheon
JP1_342805335,9eCs5gbaPAZWp3UlGoOcO1UrOJl56vIEk8QsNACL1VjrvXnr-MDNoyHBHjVc8frpDcapaPVZVB6iDg,IRON,Vex
JP1_342747441,9eCs5gbaPAZWp3UlGoOcO1UrOJl56vIEk8QsNACL1VjrvXnr-MDNoyHBHjVc8frpDcapaPVZVB6iDg,IRON,Anivia
JP1_342716942,9eCs5gbaPAZWp3UlGoOcO1UrOJl56vIEk8QsNACL1VjrvXnr-MDNoyHBHjVc8frpDcapaPVZVB6iDg,IRON,Orianna
JP1_365849858,6QGpFboTqdWtS9OEdx_tOpeWeY_hY3JsPoAxrZi0w-aGDWPy9pZcNvEjHVVeCA1h9Sk9KhmGGzepxw,IRON,Kassadin
JP1_365848235,6QGpFboTqdWtS9OEdx_tOpeWeY_hY3JsPoAxrZi0w-aGDWPy9pZcNvEjHVVeCA1h9Sk9KhmGGzepxw,IRON,Syndra
JP1_355846474,6QGpFboTqdWtS9OEdx_tOpeWeY_hY3JsPoAxrZi0w-aGDWPy9pZcNvEjHVVeCA1h9Sk9KhmGGzepxw,IRON,Vex
JP1_354945955,6lXIroi3dHFEgbWRqP-fxmZrqOKUFoCmUdZ17zI999sI4IzI8NaZeRy9MNtU5FqzjWT23WkOrJFz8w,IRON,Lucian
JP1_354955056,6lXIroi3dHFEgbWRqP-fxmZrqOKUFoCmUdZ17zI999sI4IzI8NaZeRy9MNtU5FqzjWT23WkOrJFz8w,IRON,Lucian
JP1_354944263,6lXIroi3dHFEgbWRqP-fxmZrqOKUFoCmUdZ17zI999sI4IzI8NaZeRy9MNtU5FqzjWT23WkOrJFz8w,IRON,Lucian
JP1_355557010,Slor05kRelq4pbMnnXW9ZCQvUMAyRjKvDwBliLcGQxNvOf_VnwD0dSt-pCv4pnWDEdNbhyKzgMes8w,IRON,Graves
JP1_355535966,Slor05kRelq4pbMnnXW9ZCQvUMAyRjKvDwBliLcGQxNvOf_VnwD0dSt-pCv4pnWDEdNbhyKzgMes8w,IRON,Veigar
JP1_353351604,Slor05kRelq4pbMnnXW9ZCQvUMAyRjKvDwBliLcGQxNvOf_VnwD0dSt-pCv4pnWDEdNbhyKzgMes8w,IRON,Zed
JP1_360935372,kNGOxAeCKAsn65NmLKgIw2kn8EXzW9L38UsrG_Jz60clydkxWoC83vXsHZgFPaG1tBhGFI8LBPyWqQ,IRON,Yasuo
JP1_360933909,kNGOxAeCKAsn65NmLKgIw2kn8EXzW9L38UsrG_Jz60clydkxWoC83vXsHZgFPaG1tBhGFI8LBPyWqQ,IRON,Bel'Veth
JP1_360452124,kNGOxAeCKAsn65NmLKgIw2kn8EXzW9L38UsrG_Jz60clydkxWoC83vXsHZgFPaG1tBhGFI8LBPyWqQ,IRON,Annie
JP1_361331878,9et-x7W-8q5FIPpofVMUzT4dGbQKdFGYeLkTykvqcVJHTWY5ecy72eJEFrF9Pvy1LyGB93Nc6aztPw,IRON,Teemo
JP1_361340885,9et-x7W-8q5FIPpofVMUzT4dGbQKdFGYeLkTykvqcVJHTWY5ecy72eJEFrF9Pvy1LyGB93Nc6aztPw,IRON,Vayne
JP1_359724180,9et-x7W-8q5FIPpofVMUzT4dGbQKdFGYeLkTykvqcVJHTWY5ecy72eJEFrF9Pvy1LyGB93Nc6aztPw,IRON,Nautilus
JP1_355414405,b9qi7DVb3l3kDtqlqr5iu6266_YKLBB211-GDwsrcNFB4R-GOGWxSCYVMLFy-p1oRBjmNvx4qsVWiQ,IRON,Malphite
JP1_355432479,b9qi7DVb3l3kDtqlqr5iu6266_YKLBB211-GDwsrcNFB4R-GOGWxSCYVMLFy-p1oRBjmNvx4qsVWiQ,IRON,Gangplank
JP1_355430909,b9qi7DVb3l3kDtqlqr5iu6266_YKLBB211-GDwsrcNFB4R-GOGWxSCYVMLFy-p1oRBjmNvx4qsVWiQ,IRON,Xerath
JP1_361320986,IgOAFEuTIDPIopH0BSUGLOroe9q7izrK81xq-wcIpvLL7zLw_biKJ6hJAlhkOHUOAB4G8iYbpALOgw,IRON,Yuumi
JP1_361186519,IgOAFEuTIDPIopH0BSUGLOroe9q7izrK81xq-wcIpvLL7zLw_biKJ6hJAlhkOHUOAB4G8iYbpALOgw,IRON,Yuumi
JP1_361092133,IgOAFEuTIDPIopH0BSUGLOroe9q7izrK81xq-wcIpvLL7zLw_biKJ6hJAlhkOHUOAB4G8iYbpALOgw,IRON,Yuumi
JP1_360966168,QAj2WcfgTkqiYdThEkMhRJWbN0txgZBMrWF3tDcYHe5Dw1t9pnPsdjlDYB8MSODp2xk6KiLV2UPp2g,IRON,Gwen
JP1_360493308,QAj2WcfgTkqiYdThEkMhRJWbN0txgZBMrWF3tDcYHe5Dw1t9pnPsdjlDYB8MSODp2xk6KiLV2UPp2g,IRON,Syndra
JP1_360381506,QAj2WcfgTkqiYdThEkMhRJWbN0txgZBMrWF3tDcYHe5Dw1t9pnPsdjlDYB8MSODp2xk6KiLV2UPp2g,IRON,Gangplank
JP1_361610695,06LOvkMO94v0vVaclwrpalk8sFhgdCHzcaKDtpnbI8Dvbo3qqbY0WB27giFY1iQBVUDievtDp7NqOA,IRON,Yasuo
JP1_354967609,rr3OxRTk335BPb8Aonow_WLzbdSjshWkQHvWPoxKNm42G_ZFPltr7eHTZtSWJ7HQHHpeeBm2miScgA,IRON,Wukong
JP1_354965228,rr3OxRTk335BPb8Aonow_WLzbdSjshWkQHvWPoxKNm42G_ZFPltr7eHTZtSWJ7HQHHpeeBm2miScgA,IRON,Urgot
JP1_354970204,rr3OxRTk335BPb8Aonow_WLzbdSjshWkQHvWPoxKNm42G_ZFPltr7eHTZtSWJ7HQHHpeeBm2miScgA,IRON,Ornn
JP1_343090696,FtgNzGealeBjRP6p8fb7ryme5n12RMUnh19a-aIpePEaI3jb_RfN_-C97img8Ovdorofnd4A6IEQWA,IRON,Nautilus
JP1_343029254,FtgNzGealeBjRP6p8fb7ryme5n12RMUnh19a-aIpePEaI3jb_RfN_-C97img8Ovdorofnd4A6IEQWA,IRON,Ahri
JP1_343058458,FtgNzGealeBjRP6p8fb7ryme5n12RMUnh19a-aIpePEaI3jb_RfN_-C97img8Ovdorofnd4A6IEQWA,IRON,Ahri
JP1_359698906,p4g700Twq4r5oSBOHow8MnxUbGJodf4UhdJneyuCUEKyC6A7cWI2TrF6coZ79jc12Wu86oXkgeDkEg,IRON,Zilean
JP1_359633488,p4g700Twq4r5oSBOHow8MnxUbGJodf4UhdJneyuCUEKyC6A7cWI2TrF6coZ79jc12Wu86oXkgeDkEg,IRON,Thresh
JP1_359632421,p4g700Twq4r5oSBOHow8MnxUbGJodf4UhdJneyuCUEKyC6A7cWI2TrF6coZ79jc12Wu86oXkgeDkEg,IRON,Alistar
JP1_343497129,5CZscfdcATT7U6TLleqF5bXjbhNwFczf7iP_oalbYsJLPTXGSTjdLPFPRUTV-xTk8Uiw8GSp4d_gdw,IRON,Lux
JP1_343495807,5CZscfdcATT7U6TLleqF5bXjbhNwFczf7iP_oalbYsJLPTXGSTjdLPFPRUTV-xTk8Uiw8GSp4d_gdw,IRON,Master Yi
JP1_343493962,5CZscfdcATT7U6TLleqF5bXjbhNwFczf7iP_oalbYsJLPTXGSTjdLPFPRUTV-xTk8Uiw8GSp4d_gdw,IRON,Master Yi
JP1_353767202,3ZINvUiBTHkDaLa4mM1BTAgl8PkjfZ8n--A-XIdhHY5IP2cmNEldwF_5Iq1cUkrPfgsP-uU0delTgA,IRON,Wukong
JP1_353766289,3ZINvUiBTHkDaLa4mM1BTAgl8PkjfZ8n--A-XIdhHY5IP2cmNEldwF_5Iq1cUkrPfgsP-uU0delTgA,IRON,Olaf
JP1_353774906,3ZINvUiBTHkDaLa4mM1BTAgl8PkjfZ8n--A-XIdhHY5IP2cmNEldwF_5Iq1cUkrPfgsP-uU0delTgA,IRON,Wukong
JP1_342020406,DnkmfsDWi4dtW7FUKjtRjlvyAtkB84AoPdKbIG1IfR8MbgDFnKf_r9doG0M3QsaJhsoCtcHm1d_4Bw,IRON,Diana
JP1_342009640,DnkmfsDWi4dtW7FUKjtRjlvyAtkB84AoPdKbIG1IfR8MbgDFnKf_r9doG0M3QsaJhsoCtcHm1d_4Bw,IRON,Caitlyn
JP1_341833202,DnkmfsDWi4dtW7FUKjtRjlvyAtkB84AoPdKbIG1IfR8MbgDFnKf_r9doG0M3QsaJhsoCtcHm1d_4Bw,IRON,Corki
JP1_365337876,PW0vjB1mrfC5ihEsOqF9v8KHQyS4Lg8YJmUHAcl2mDr63pc09_wG0BER2YygTLu9BfO_mq7c2j3o1A,IRON,Master Yi
JP1_365346460,PW0vjB1mrfC5ihEsOqF9v8KHQyS4Lg8YJmUHAcl2mDr63pc09_wG0BER2YygTLu9BfO_mq7c2j3o1A,IRON,Viego
JP1_343889236,PW0vjB1mrfC5ihEsOqF9v8KHQyS4Lg8YJmUHAcl2mDr63pc09_wG0BER2YygTLu9BfO_mq7c2j3o1A,IRON,Kayn
JP1_355404511,XhBfAHJgRbZ4O6pqE7f9ryFdNFneqE8KMTRQdf2quL7J6CDV7qxYBGU_hy3BrDqwNBCzUwlDolXOaw,IRON,Malphite
JP1_355384019,XhBfAHJgRbZ4O6pqE7f9ryFdNFneqE8KMTRQdf2quL7J6CDV7qxYBGU_hy3BrDqwNBCzUwlDolXOaw,IRON,Volibear
JP1_355101253,XhBfAHJgRbZ4O6pqE7f9ryFdNFneqE8KMTRQdf2quL7J6CDV7qxYBGU_hy3BrDqwNBCzUwlDolXOaw,IRON,Amumu
JP1_353444520,J3QafJPlSsZegHJqbuIvOnkweCuP_FXl-eYX2i7JfcPKniHPtEUq_pRFJTZFikv8m6Zq-YE-xztWVQ,IRON,Rell
JP1_345190765,J3QafJPlSsZegHJqbuIvOnkweCuP_FXl-eYX2i7JfcPKniHPtEUq_pRFJTZFikv8m6Zq-YE-xztWVQ,IRON,Graves
JP1_343158686,J3QafJPlSsZegHJqbuIvOnkweCuP_FXl-eYX2i7JfcPKniHPtEUq_pRFJTZFikv8m6Zq-YE-xztWVQ,IRON,Gragas
JP1_364663999,W-J6OO4nX4nGI7mUASPnifEI5UP6b_1NCQ2SwF1n19Uwu8TT3iFUb7BAVVT5pfv0W1udj-qQIgSh3Q,IRON,Zoe
JP1_364631664,W-J6OO4nX4nGI7mUASPnifEI5UP6b_1NCQ2SwF1n19Uwu8TT3iFUb7BAVVT5pfv0W1udj-qQIgSh3Q,IRON,Neeko
JP1_364352729,W-J6OO4nX4nGI7mUASPnifEI5UP6b_1NCQ2SwF1n19Uwu8TT3iFUb7BAVVT5pfv0W1udj-qQIgSh3Q,IRON,Annie
JP1_345119423,RRVaa0h7vNg7XhgTKVYx0TgtoE0w4NRxeczlFNGnV_uRe4WU1nibTVxqyy4yvHxpn_uWnd5f8Hadkg,IRON,Ezreal
JP1_343922775,RRVaa0h7vNg7XhgTKVYx0TgtoE0w4NRxeczlFNGnV_uRe4WU1nibTVxqyy4yvHxpn_uWnd5f8Hadkg,IRON,Ezreal
JP1_343884080,RRVaa0h7vNg7XhgTKVYx0TgtoE0w4NRxeczlFNGnV_uRe4WU1nibTVxqyy4yvHxpn_uWnd5f8Hadkg,IRON,Varus
JP1_350028846,sXOLFdPGbsllDjJPCjUZ1NRaDfTE1fEAXQvNG4-PkF2BaYK1nq8UliftiwumHPI4fq_Z-kb3q4q7mg,IRON,Ekko
JP1_350017916,sXOLFdPGbsllDjJPCjUZ1NRaDfTE1fEAXQvNG4-PkF2BaYK1nq8UliftiwumHPI4fq_Z-kb3q4q7mg,IRON,Cassiopeia
JP1_349396462,sXOLFdPGbsllDjJPCjUZ1NRaDfTE1fEAXQvNG4-PkF2BaYK1nq8UliftiwumHPI4fq_Z-kb3q4q7mg,IRON,Katarina
JP1_345150447,J9mOFgwoGJ8P377gWn0QBGer3mdsY7Xb81VTfbtogucjUyyw5U-aw44lv6esDz1uNgXO4gmptk2XPg,IRON,Nasus
JP1_344799653,J9mOFgwoGJ8P377gWn0QBGer3mdsY7Xb81VTfbtogucjUyyw5U-aw44lv6esDz1uNgXO4gmptk2XPg,IRON,Nasus
JP1_344485474,J9mOFgwoGJ8P377gWn0QBGer3mdsY7Xb81VTfbtogucjUyyw5U-aw44lv6esDz1uNgXO4gmptk2XPg,IRON,Nasus
JP1_343580622,p_xpT27jRaajMO2V4kC6lFtJ2LlnJ8YY51LNc4CAXkUkwFWMtgFRqMrSSdf8HVFUEkBLeavak-mwtQ,IRON,Camille
JP1_343369716,p_xpT27jRaajMO2V4kC6lFtJ2LlnJ8YY51LNc4CAXkUkwFWMtgFRqMrSSdf8HVFUEkBLeavak-mwtQ,IRON,Camille
JP1_343368892,p_xpT27jRaajMO2V4kC6lFtJ2LlnJ8YY51LNc4CAXkUkwFWMtgFRqMrSSdf8HVFUEkBLeavak-mwtQ,IRON,Camille
JP1_365784785,xhzwlH8lFKoNqg_rCPjmgMSYPz4VXS4WzGoTIN7hlVdKQALFFKVCui9nVbMOBVZrOFEKhkOs692dtA,IRON,Jayce
JP1_365621493,xhzwlH8lFKoNqg_rCPjmgMSYPz4VXS4WzGoTIN7hlVdKQALFFKVCui9nVbMOBVZrOFEKhkOs692dtA,IRON,Nunu & Willump
JP1_365415150,xhzwlH8lFKoNqg_rCPjmgMSYPz4VXS4WzGoTIN7hlVdKQALFFKVCui9nVbMOBVZrOFEKhkOs692dtA,IRON,Jayce
JP1_366287248,XlF1kbFXp8-B-IM-_Otc_PVZeZQ-k0jajB-z1N4Uc5afnobVX7t4ZQR62mb3_fEGtOb86NJti3VbBQ,IRON,Azir
JP1_365269340,XlF1kbFXp8-B-IM-_Otc_PVZeZQ-k0jajB-z1N4Uc5afnobVX7t4ZQR62mb3_fEGtOb86NJti3VbBQ,IRON,Bel'Veth
JP1_354820600,XlF1kbFXp8-B-IM-_Otc_PVZeZQ-k0jajB-z1N4Uc5afnobVX7t4ZQR62mb3_fEGtOb86NJti3VbBQ,IRON,Olaf
JP1_366354878,ctJO5Cl1nSmRvQ1uZ7j99UwmQJx3OIOnOSqAQPyETD4jz3Kt5XuhwNUm68XwbrlztXqwwpO8fRGlGA,IRON,Vex
JP1_365930382,ctJO5Cl1nSmRvQ1uZ7j99UwmQJx3OIOnOSqAQPyETD4jz3Kt5XuhwNUm68XwbrlztXqwwpO8fRGlGA,IRON,Vex
JP1_365928555,ctJO5Cl1nSmRvQ1uZ7j99UwmQJx3OIOnOSqAQPyETD4jz3Kt5XuhwNUm68XwbrlztXqwwpO8fRGlGA,IRON,Vex
JP1_348466871,W94BhJkZaT_iOkamb7dWIu1m6ZuoXxbDGrrhtGuRvJccJCDQwEEw6tXU0Ok-oJKs-nUOZz_QqXzJQg,IRON,Lux
JP1_348117209,W94BhJkZaT_iOkamb7dWIu1m6ZuoXxbDGrrhtGuRvJccJCDQwEEw6tXU0Ok-oJKs-nUOZz_QqXzJQg,IRON,Caitlyn
JP1_342847434,W94BhJkZaT_iOkamb7dWIu1m6ZuoXxbDGrrhtGuRvJccJCDQwEEw6tXU0Ok-oJKs-nUOZz_QqXzJQg,IRON,Twitch
JP1_359972851,3LB-6C8ip8Y5wVcmoxnBBXXU9BfPApCZ5mHiooDfnit9GAFkJ5jhwQsqAoWOOBiJUUxkhThB8bNLDw,IRON,Thresh
JP1_359953372,3LB-6C8ip8Y5wVcmoxnBBXXU9BfPApCZ5mHiooDfnit9GAFkJ5jhwQsqAoWOOBiJUUxkhThB8bNLDw,IRON,Heimerdinger
JP1_359971689,3LB-6C8ip8Y5wVcmoxnBBXXU9BfPApCZ5mHiooDfnit9GAFkJ5jhwQsqAoWOOBiJUUxkhThB8bNLDw,IRON,Garen
JP1_362428949,inFRGwzHhSa7n0x3WnFHMrPnWuSzIsQTC3tiK5tVD-t_1XHmeCp9xeb8PAn96n9Ec_0dVlNgr9G7jA,IRON,Irelia
JP1_355371848,inFRGwzHhSa7n0x3WnFHMrPnWuSzIsQTC3tiK5tVD-t_1XHmeCp9xeb8PAn96n9Ec_0dVlNgr9G7jA,IRON,Lillia
JP1_355360898,inFRGwzHhSa7n0x3WnFHMrPnWuSzIsQTC3tiK5tVD-t_1XHmeCp9xeb8PAn96n9Ec_0dVlNgr9G7jA,IRON,Yone
JP1_345930034,ukAsKaA748Rb1yJESIupKtvuORC2lKNpfZ8NJbWo3VFbpUV6Ed2q9zf-gwXVWDWZou8i4z3wTNTT1w,IRON,Sylas
JP1_345909507,ukAsKaA748Rb1yJESIupKtvuORC2lKNpfZ8NJbWo3VFbpUV6Ed2q9zf-gwXVWDWZou8i4z3wTNTT1w,IRON,Sylas
JP1_345899070,ukAsKaA748Rb1yJESIupKtvuORC2lKNpfZ8NJbWo3VFbpUV6Ed2q9zf-gwXVWDWZou8i4z3wTNTT1w,IRON,Brand
JP1_355963172,uVay9RFx_9_5wwNChUCyXzSCrqCiRrhqLKoTPYh-PoclDBrpI4x2IRGKjVAM32MsYEdjtcJlruxJrQ,IRON,Caitlyn
JP1_344651261,uVay9RFx_9_5wwNChUCyXzSCrqCiRrhqLKoTPYh-PoclDBrpI4x2IRGKjVAM32MsYEdjtcJlruxJrQ,IRON,Lulu
JP1_344660033,uVay9RFx_9_5wwNChUCyXzSCrqCiRrhqLKoTPYh-PoclDBrpI4x2IRGKjVAM32MsYEdjtcJlruxJrQ,IRON,Leona
JP1_361515327,C8iKTQSn63Qe65S0Z13ZCR-WsYqTu0v5tISSDgKDEQAq34oSmhAUDl-lJJv83OpyywdXiIs1df900g,IRON,Mordekaiser
JP1_361524404,C8iKTQSn63Qe65S0Z13ZCR-WsYqTu0v5tISSDgKDEQAq34oSmhAUDl-lJJv83OpyywdXiIs1df900g,IRON,Darius
JP1_361152280,C8iKTQSn63Qe65S0Z13ZCR-WsYqTu0v5tISSDgKDEQAq34oSmhAUDl-lJJv83OpyywdXiIs1df900g,IRON,Mordekaiser
JP1_366297607,dmF1BeG7MOVFvKlEUhVd4mAgkNXfpBsldKWQOkCLbPKKq_nu9UTiyg5Xy9B_HCjBZzk5XvTthPFBxw,IRON,Sejuani
JP1_366295931,dmF1BeG7MOVFvKlEUhVd4mAgkNXfpBsldKWQOkCLbPKKq_nu9UTiyg5Xy9B_HCjBZzk5XvTthPFBxw,IRON,Sejuani
JP1_365579208,dmF1BeG7MOVFvKlEUhVd4mAgkNXfpBsldKWQOkCLbPKKq_nu9UTiyg5Xy9B_HCjBZzk5XvTthPFBxw,IRON,Sejuani
JP1_357549460,n_d-nbAEJ553YcX0Y8CzVbFznpd6VvHukSJRWvhKVLMru2wyN10GZwlwFoNwpa5SKidvJyhTdDqhDA,IRON,Fiora
JP1_354297441,n_d-nbAEJ553YcX0Y8CzVbFznpd6VvHukSJRWvhKVLMru2wyN10GZwlwFoNwpa5SKidvJyhTdDqhDA,IRON,Volibear
JP1_354286134,n_d-nbAEJ553YcX0Y8CzVbFznpd6VvHukSJRWvhKVLMru2wyN10GZwlwFoNwpa5SKidvJyhTdDqhDA,IRON,Volibear
JP1_345799096,lUMDZMEX239TUIyJv2Pvc-4X2_bMSJwWP166SwRDj-egAt396uk4oVy7v9urR1xGpYcQ3ujhIaHjEQ,IRON,Lux
JP1_345397612,lUMDZMEX239TUIyJv2Pvc-4X2_bMSJwWP166SwRDj-egAt396uk4oVy7v9urR1xGpYcQ3ujhIaHjEQ,IRON,Miss Fortune
JP1_345059155,lUMDZMEX239TUIyJv2Pvc-4X2_bMSJwWP166SwRDj-egAt396uk4oVy7v9urR1xGpYcQ3ujhIaHjEQ,IRON,Jayce
JP1_361835848,79KDtkIOp88imkZdoQ6bHfnw6u7EVw29nx4DysQSUntoX9AqiRjL9Gfy2wNOrBaModMQb8PM_naajQ,IRON,Poppy
JP1_361834350,79KDtkIOp88imkZdoQ6bHfnw6u7EVw29nx4DysQSUntoX9AqiRjL9Gfy2wNOrBaModMQb8PM_naajQ,IRON,Akshan
JP1_361833361,79KDtkIOp88imkZdoQ6bHfnw6u7EVw29nx4DysQSUntoX9AqiRjL9Gfy2wNOrBaModMQb8PM_naajQ,IRON,Bel'Veth
JP1_345173793,2hGFktoHnmr19Q609y12RXrdFSzuAJsWqyLeRVSEQMJ7ZWFI8AjtrmV8icLxagYKmWrpOg2AxWjaCw,IRON,Leona
JP1_345081456,2hGFktoHnmr19Q609y12RXrdFSzuAJsWqyLeRVSEQMJ7ZWFI8AjtrmV8icLxagYKmWrpOg2AxWjaCw,IRON,Nautilus
JP1_344770566,2hGFktoHnmr19Q609y12RXrdFSzuAJsWqyLeRVSEQMJ7ZWFI8AjtrmV8icLxagYKmWrpOg2AxWjaCw,IRON,Nautilus
JP1_360872249,bi_iZEBZGYHU4-33iGUXCjXF5dKD70Zp0qWyjC-MdkqJqg6eyWQKhithB9iwRTk0nqX2mA2yrDFtHg,IRON,Udyr
JP1_359906113,bi_iZEBZGYHU4-33iGUXCjXF5dKD70Zp0qWyjC-MdkqJqg6eyWQKhithB9iwRTk0nqX2mA2yrDFtHg,IRON,Cassiopeia
JP1_359905539,bi_iZEBZGYHU4-33iGUXCjXF5dKD70Zp0qWyjC-MdkqJqg6eyWQKhithB9iwRTk0nqX2mA2yrDFtHg,IRON,Cassiopeia
JP1_343969918,Vv8h6rIVudRlISN1cQxaNuMpSanHinBGZ4I-ohIjUtl4MBEIRMmYPobBZ4u7z6tJMvkjjZvQpx81dA,IRON,Nunu & Willump
JP1_343927621,Vv8h6rIVudRlISN1cQxaNuMpSanHinBGZ4I-ohIjUtl4MBEIRMmYPobBZ4u7z6tJMvkjjZvQpx81dA,IRON,Vi
JP1_342455983,Vv8h6rIVudRlISN1cQxaNuMpSanHinBGZ4I-ohIjUtl4MBEIRMmYPobBZ4u7z6tJMvkjjZvQpx81dA,IRON,Nocturne
JP1_362484124,eFqokLfjnK2N3ScJ04gaUpf-cofm9TD9VPaIHOsNWirB2OsxpJ8Bq-fHAljAqoN2PEblM4-udZti8A,IRON,Illaoi
JP1_362501978,eFqokLfjnK2N3ScJ04gaUpf-cofm9TD9VPaIHOsNWirB2OsxpJ8Bq-fHAljAqoN2PEblM4-udZti8A,IRON,Viktor
JP1_361189635,eFqokLfjnK2N3ScJ04gaUpf-cofm9TD9VPaIHOsNWirB2OsxpJ8Bq-fHAljAqoN2PEblM4-udZti8A,IRON,Yorick
JP1_354240111,8pUhxPM1FiRECscm1rmvgw_Xlb7PesebuV8CmQ4jR7UFVEOjM7hXGN5BH_6KFsvsoIJskpbarX5jJw,IRON,Miss Fortune
JP1_354190096,8pUhxPM1FiRECscm1rmvgw_Xlb7PesebuV8CmQ4jR7UFVEOjM7hXGN5BH_6KFsvsoIJskpbarX5jJw,IRON,Ahri
JP1_354148880,8pUhxPM1FiRECscm1rmvgw_Xlb7PesebuV8CmQ4jR7UFVEOjM7hXGN5BH_6KFsvsoIJskpbarX5jJw,IRON,Miss Fortune
JP1_366202066,qrlJDr_3SU-xH-8ulb9DHhlJZtV5Q9skgWQVNIURTJOd41mMyTQg4R8HmcT5cg0lZ5sTPN75SXVXyQ,IRON,Sylas
JP1_366200957,qrlJDr_3SU-xH-8ulb9DHhlJZtV5Q9skgWQVNIURTJOd41mMyTQg4R8HmcT5cg0lZ5sTPN75SXVXyQ,IRON,LeBlanc
JP1_365841806,qrlJDr_3SU-xH-8ulb9DHhlJZtV5Q9skgWQVNIURTJOd41mMyTQg4R8HmcT5cg0lZ5sTPN75SXVXyQ,IRON,Taliyah
JP1_361814301,I9k6MQRBv_hH37Bk-xuOrmjCqFbPJploji-Yk0l-9Qq0nPedIZLHMXsaDI7zi6yF56EESFD6KXM91w,IRON,Amumu
JP1_361832575,I9k6MQRBv_hH37Bk-xuOrmjCqFbPJploji-Yk0l-9Qq0nPedIZLHMXsaDI7zi6yF56EESFD6KXM91w,IRON,Leona
JP1_359858750,I9k6MQRBv_hH37Bk-xuOrmjCqFbPJploji-Yk0l-9Qq0nPedIZLHMXsaDI7zi6yF56EESFD6KXM91w,IRON,Leona
JP1_363181093,2yhK0qjiJDRHxsekzmnG4IK6IeuNkXJEKip8aJHkhkUOuADC6eaQPZuDajSReUImrcZvT1Fg-SkvWQ,IRON,Renata Glasc
JP1_355543680,2yhK0qjiJDRHxsekzmnG4IK6IeuNkXJEKip8aJHkhkUOuADC6eaQPZuDajSReUImrcZvT1Fg-SkvWQ,IRON,Quinn
JP1_355552702,2yhK0qjiJDRHxsekzmnG4IK6IeuNkXJEKip8aJHkhkUOuADC6eaQPZuDajSReUImrcZvT1Fg-SkvWQ,IRON,Malphite
JP1_363664422,9f8tCalUFSOOdFRIQXDuZNc46Rs2erVoTwOnr5ehVt0Y-dZao8P3LCHRzT-4icecmFEaBy1X6g3XHw,IRON,Vayne
JP1_351873359,OUdlEnhiF9Tq1NfeSAtYX5H6fwQfoUYScJUbxplVmAkdGN-cN29JxwGHrzLB_cjyGZGjMzuR7Sj_Fw,IRON,Warwick
JP1_351572979,OUdlEnhiF9Tq1NfeSAtYX5H6fwQfoUYScJUbxplVmAkdGN-cN29JxwGHrzLB_cjyGZGjMzuR7Sj_Fw,IRON,Talon
JP1_351539703,OUdlEnhiF9Tq1NfeSAtYX5H6fwQfoUYScJUbxplVmAkdGN-cN29JxwGHrzLB_cjyGZGjMzuR7Sj_Fw,IRON,Warwick
JP1_350034529,vE_ubT8flf7LONTsIcGQqEureL2T0QkHoIBypqjKJdlw926uEa0I4OJktBHE3N3ITKKe0R-J7gJB0w,IRON,Sylas
